Titulo,Año,Duración,Género,Puntaje,Resumen,Director,Actor_1,Actor_2,Actor_3,Actor_4
"Synecdoche, New York",2008,124,Drama,7.6,"Un director de teatro lucha con su trabajo y con las mujeres de su vida, mientras crea una réplica a tamaño real de la ciudad de Nueva York dentro de un almacén como parte de su nueva obra.",Charlie Kaufman,Philip Seymour Hoffman,Samantha Morton,Michelle Williams,Catherine Keener
Mysterious Skin,2004,105,Drama,7.6,Un estafador adolescente y un joven obsesionado con las abducciones extraterrestres se cruzan y juntos descubren una verdad horrible y liberadora.,Gregg Araki,Brady Corbet,Joseph Gordon-Levitt,Elisabeth Shue,Chase Ellison
Jeux d'enfants,2003,93,"Comedia, Drama, Romance",7.6,"Como adultos, los mejores amigos Julien y Sophie continúan el extraño juego que comenzaron cuando eran niños: una competencia intrépida para superarse unos a otros con acrobacias atrevidas y escandalosas. Si bien a menudo actúan para aliviar el dolor del otro, su juego podría ser una forma de evitar el hecho de que realmente están hechos el uno para el otro.",Yann Samuell,Guillaume Canet,Marion Cotillard,Thibault Verhaeghe,JosÃ©phine Lebas-Joly
Un long dimanche de fianÃ§ailles,2004,133,"Drama, Misterio, Romance",7.6,"Cuenta la historia de la incesante búsqueda de una joven de su prometido, desaparecido de las trincheras del Somme durante la Primera Guerra Mundial.",Jean-Pierre Jeunet,Audrey Tautou,Gaspard Ulliel,Jodie Foster,Dominique Pinon
The Station Agent,2003,89,Comedia dramática,7.6,"Cuando su único amigo muere, un hombre nacido con enanismo se muda a la zona rural de Nueva Jersey para vivir una vida en soledad, solo para conocer a un conversador vendedor de perritos calientes y a una mujer que enfrenta su propia pérdida personal.",Tom McCarthy,Peter Dinklage,Patricia Clarkson,Bobby Cannavale,Paul Benjamin
21 Grams,2003,124,"Crimen, Drama, Suspense",7.6,"Un extraño accidente reúne a un matemático gravemente enfermo, una madre afligida y un ex convicto renacido.",Alejandro G. IÃ±Ã¡rritu,Sean Penn,Benicio Del Toro,Naomi Watts,Danny Huston
Boksuneun naui geot,2002,129,"Crimen, Drama, Suspense",7.6,"Un trabajador de una fábrica recientemente despedido secuestra a la hija del amigo de su antiguo jefe, con la esperanza de utilizar el dinero del rescate para pagar el trasplante de riñón de su hermana.",Chan-wook Park,Kang-ho Song,Shin Ha-kyun,Bae Doona,Ji-Eun Lim
Finding Neverland,2004,106,"Biografía, Drama, Familia",7.6,La historia de la amistad de Sir J.M. Barrie con una familia que lo inspiró a crear Peter Pan.,Marc Forster,Johnny Depp,Kate Winslet,Julie Christie,Radha Mitchell
25th Hour,2002,135,Drama,7.6,"Acorralado por la DEA, el narcotraficante neoyorquino Montgomery Brogan reevalúa su vida en las 24 horas que le quedan antes de afrontar una pena de siete años de cárcel.",Spike Lee,Edward Norton,Barry Pepper,Philip Seymour Hoffman,Rosario Dawson
The Butterfly Effect,2004,113,"Drama, Ciencia ficción, Suspense",7.6,"Evan Treborn sufre apagones durante acontecimientos importantes de su vida. A medida que crece, encuentra una manera de recordar estos recuerdos perdidos y una forma sobrenatural de alterar su vida leyendo su diario.",Eric Bress,J. Mackye Gruber,Ashton Kutcher,Amy Smart,Melora Walters
28 Days Later...,2002,113,"Drama, Terror, Ciencia ficción",7.6,"Cuatro semanas después de que un virus misterioso e incurable se propaga por todo el Reino Unido, un puñado de supervivientes intenta encontrar refugio.",Danny Boyle,Cillian Murphy,Naomie Harris,Christopher Eccleston,Alex Palmer
Batoru rowaiaru,2000,114,"Acción, Aventura, Drama",7.6,"En el futuro, el gobierno japonés captura a una clase de estudiantes de noveno grado y los obliga a matarse entre sí bajo la revolucionaria ley ""Battle Royale"".",Kinji Fukasaku,Tatsuya Fujiwara,Aki Maeda,TarÃ´ Yamamoto,Takeshi Kitano
The Royal Tenenbaums,2001,110,Comedia dramática,7.6,Los excéntricos miembros de una familia disfuncional se reúnen a regañadientes bajo el mismo techo por diversas razones.,Wes Anderson,Gene Hackman,Gwyneth Paltrow,Anjelica Huston,Ben Stiller
Y tu mamÃ¡ tambiÃ©n,2001,106,Drama,7.6,"En México, dos adolescentes y una atractiva mujer mayor se embarcan en un viaje por carretera y aprenden un par de cosas sobre la vida, la amistad, el sexo y sobre los demás.",Alfonso CuarÃ³n,Maribel VerdÃº,Gael GarcÃ­a Bernal,Daniel GimÃ©nez Cacho,Ana LÃ³pez Mercado
Harry Potter and the Sorcerer's Stone,2001,152,"Aventura, Familia, Fantasía",7.6,"Un niño huérfano se inscribe en una escuela de hechicería, donde descubre la verdad sobre sí mismo, su familia y el terrible mal que acecha al mundo mágico.",Chris Columbus,Daniel Radcliffe,Rupert Grint,Richard Harris,Maggie Smith
The Others,2001,101,"Terror, Misterio, Suspense",7.6,Una mujer que vive en su antigua casa familiar a oscuras con sus dos hijos fotosensibles se convence de que la casa está encantada.,Alejandro AmenÃ¡bar,Nicole Kidman,Christopher Eccleston,Fionnula Flanagan,Alakina Mann
Blow,2001,124,"Biografía, Crimen, Drama",7.6,"La historia de cómo George Jung, junto con el Cartel de Medellín encabezado por Pablo Escobar, establecieron el mercado estadounidense de cocaína en los años 1970 en Estados Unidos.",Ted Demme,Johnny Depp,PenÃ©lope Cruz,Franka Potente,Rachel Griffiths
Enemy at the Gates,2001,131,"Drama, Historia, Guerra",7.6,Un francotirador ruso y un alemán juegan al gato y el ratón durante la batalla de Stalingrado.,Jean-Jacques Annaud,Jude Law,Ed Harris,Joseph Fiennes,Rachel Weisz
Minority Report,2002,145,"Acción, Crimen, Misterio",7.6,"En un futuro en el que una unidad especial de policía pueda arrestar a los asesinos antes de que cometan sus crímenes, un oficial de esa unidad será acusado de un futuro asesinato.",Steven Spielberg,Tom Cruise,Colin Farrell,Samantha Morton,Max von Sydow
The Hurricane,1999,146,"Biografía, Drama, Deporte",7.6,"La historia de Rubin 'Huracán' Carter, un boxeador encarcelado injustamente por asesinato, y las personas que lo ayudaron en su lucha para demostrar su inocencia.",Norman Jewison,Denzel Washington,Vicellous Shannon,Deborah Kara Unger,Liev Schreiber
American Psycho,2000,101,"Comedia, Crimen, Drama",7.6,"Patrick Bateman, un rico ejecutivo de banca de inversión de la ciudad de Nueva York, oculta su ego psicópata alternativo a sus compañeros de trabajo y amigos mientras profundiza en sus fantasías violentas y hedonistas.",Mary Harron,Christian Bale,Justin Theroux,Josh Lucas,Bill Sage
Lola rennt,1998,81,"Crimen, Drama, Suspense",7.6,"Después de una entrega de dinero fallida, Lola tiene 20 minutos para conseguir 100.000 marcos alemanes.",Tom Tykwer,Franka Potente,Moritz Bleibtreu,Herbert Knaup,Nina Petri
The Thin Red Line,1998,170,"Drama, Guerra",7.6,"Adaptación de la novela autobiográfica de James Jones de 1962, centrada en el conflicto de Guadalcanal durante la Segunda Guerra Mundial.",Terrence Malick,Jim Caviezel,Sean Penn,Nick Nolte,Kirk Acevedo
Mulan,1998,88,"Animación, Aventura, Familia",7.6,"Para salvar a su padre de la muerte en el ejército, una joven doncella va en secreto en su lugar y se convierte en una de las mayores heroínas de China en el proceso.",Tony Bancroft,Barry Cook,Ming-Na Wen,Eddie Murphy,BD Wong
Fear and Loathing in Las Vegas,1998,118,"Aventura, Comedia, Drama",7.6,Un periodista excéntrico y su abogado psicópata viajan a Las Vegas para vivir una serie de escapadas psicodélicas.,Terry Gilliam,Johnny Depp,Benicio Del Toro,Tobey Maguire,Michael Lee Gogin
Funny Games,1997,108,"Crimen, Drama, Suspense",7.6,"Dos jóvenes violentos toman como rehenes a una madre, un padre y un hijo en su cabaña de vacaciones y los obligan a jugar ""juegos"" sádicos entre ellos para su propia diversión.",Michael Haneke,Susanne Lothar,Ulrich MÃ¼he,Arno Frisch,Frank Giering
Dark City,1998,100,"Misterio, Ciencia ficción, Suspense",7.6,"Un hombre lucha con los recuerdos de su pasado, que incluyen una esposa que no puede recordar y un mundo de pesadilla del que nadie más parece despertar.",Alex Proyas,Rufus Sewell,Kiefer Sutherland,Jennifer Connelly,William Hurt
Sleepers,1996,147,"Crimen, Drama, Suspense",7.6,"Después de que una broma sale desastrosamente mal, un grupo de niños es enviado a un centro de detención donde son brutalizados. Trece años después, un encuentro inesperado con un ex guardia les da la oportunidad de vengarse.",Barry Levinson,Robert De Niro,Kevin Bacon,Brad Pitt,Jason Patric
Lost Highway,1997,134,"Misterio, Suspense",7.6,"Cintas de vídeo anónimas presagian la condena por asesinato de un músico, y la novia de un gángster desvía a un mecánico.",David Lynch,Bill Pullman,Patricia Arquette,John Roselius,Louis Eppolito
Sense and Sensibility,1995,136,"Drama, Romance",7.6,"El rico Sr. Dashwood muere, dejando a su segunda esposa y a sus tres hijas pobres según las reglas de la herencia. Las dos hijas mayores son títulos opuestos.",Ang Lee,Emma Thompson,Kate Winslet,James Fleet,Tom Wilkinson
Die Hard: With a Vengeance,1995,128,"Acción, Aventura, Suspense",7.6,"John McClane y el dueño de una tienda en Harlem son atacados por el terrorista alemán Simon en la ciudad de Nueva York, donde planea robar el edificio de la Reserva Federal.",John McTiernan,Bruce Willis,Jeremy Irons,Samuel L. Jackson,Graham Greene
Dead Man,1995,121,"Aventura, Drama, Fantasía",7.6,"Huyendo después de asesinar a un hombre, el contador William Blake se encuentra con un extraño aborigen estadounidense llamado Nobody que lo prepara para su viaje al mundo espiritual.",Jim Jarmusch,Johnny Depp,Gary Farmer,Crispin Glover,Lance Henriksen
The Bridges of Madison County,1995,135,"Drama, Romance",7.6,El fotógrafo Robert Kincaid se adentra en la vida de la ama de casa Francesca Johnson durante cuatro días en la década de 1960.,Clint Eastwood,Clint Eastwood,Meryl Streep,Annie Corley,Victor Slezak
Apollo 13,PG,140,"Aventura, Drama, Historia",7.6,La NASA debe idear una estrategia para devolver el Apolo 13 a la Tierra de forma segura después de que la nave espacial sufra daños internos masivos que pongan en peligro la vida de los tres astronautas a bordo.,Ron Howard,Tom Hanks,Bill Paxton,Kevin Bacon,Gary Sinise
Trois couleurs: Blanc,1994,92,"Comedia, Drama, Romance",7.6,"Después de que su esposa se divorcia de él, un inmigrante polaco planea vengarse de ella.",Krzysztof Kieslowski,Zbigniew Zamachowski,Julie Delpy,Janusz Gajos,Jerzy Stuhr
Falling Down,1993,113,"Acción, Crimen, Drama",7.6,"Un hombre corriente, frustrado por los diversos defectos que ve en la sociedad, comienza a arremeter contra ellos de forma psicótica y violenta.",Joel Schumacher,Michael Douglas,Robert Duvall,Barbara Hershey,Rachel Ticotin
Dazed and Confused,1993,102,Comedia,7.6,Las aventuras de los estudiantes de secundaria y preparatoria el último día de clases en mayo de 1976.,Richard Linklater,Jason London,Wiley Wiggins,Matthew McConaughey,Rory Cochrane
My Cousin Vinny,1992,120,"Comedia, Crimen",7.6,"Dos neoyorquinos acusados ​​de asesinato en la zona rural de Alabama mientras regresaban a la universidad piden ayuda a uno de sus primos, un abogado bocazas sin experiencia en juicios.",Jonathan Lynn,Joe Pesci,Marisa Tomei,Ralph Macchio,Mitchell Whitfield
Omohide poro poro,1991,118,"Animación, Drama, Romance",7.6,Una oficinista de veintisiete años viaja al campo mientras recuerda su infancia en Tokio.,Isao Takahata,Miki Imai,ToshirÃ´ Yanagiba,Yoko Honna,Mayumi Izuka
Delicatessen,1991,99,"Comedia, Crimen",7.6,Comedia negra surrealista post-apocalíptica sobre el propietario de un edificio de apartamentos que de vez en cuando prepara un manjar para sus extraños inquilinos.,Marc Caro,Jean-Pierre Jeunet,Marie-Laure Dougnac,Dominique Pinon,Pascal Benezech
Home Alone,1990,103,"Comedia, Familia",7.6,Un niño alborotador de ocho años debe proteger su casa de un par de ladrones cuando accidentalmente su familia lo deja solo en casa durante las vacaciones de Navidad.,Chris Columbus,Macaulay Culkin,Joe Pesci,Daniel Stern,John Heard
The Godfather: Part III,1990,162,"Drama, Crimen",7.6,"Sigue a Michael Corleone, ahora de unos 60 años, mientras busca liberar a su familia del crimen y encontrar un sucesor adecuado para su imperio.",Francis Ford Coppola,Al Pacino,Diane Keaton,Andy Garcia,Talia Shire
When Harry Met Sally...,1989,95,"Comedia, Drama, Romance",7.6,"Harry y Sally se conocen desde hace años y son muy buenos amigos, pero temen que el sexo arruine la amistad.",Rob Reiner,Billy Crystal,Meg Ryan,Carrie Fisher,Bruno Kirby
The Little Mermaid,1989,83,"Animación, Familia, Fantasía",7.6,Una princesa sirena hace un trato fáustico en un intento de convertirse en humana y ganarse el amor de un príncipe.,Ron Clements,John Musker,Jodi Benson,Samuel E. Wright,Rene Auberjonois
The Naked Gun: From the Files of Police Squad!,1988,85,"Comedia, Crimen",7.6,El incompetente detective de policía Frank Drebin debe frustrar un intento de asesinar a la reina Isabel II.,David Zucker,Leslie Nielsen,Priscilla Presley,O.J. Simpson,Ricardo Montalban
"Planes, Trains & Automobiles",1987,93,Comedia dramática,7.6,Un hombre debe luchar para viajar a casa para el Día de Acción de Gracias con un adorable vendedor de anillos para cortinas de baño como su único compañero.,John Hughes,Steve Martin,John Candy,Laila Robins,Michael McKean
Lethal Weapon,1987,109,"Acción, Crimen, Suspense",7.6,Dos policías recién emparejados y completamente opuestos deben dejar de lado sus diferencias para atrapar a una banda de narcotraficantes.,Richard Donner,Mel Gibson,Danny Glover,Gary Busey,Mitchell Ryan
Blood Simple,1984,99,"Crimen, Drama, Suspense",7.6,"El dueño de un bar de mala muerte en un pequeño pueblo de Texas descubre que uno de sus empleados está teniendo una aventura con su esposa. Una cadena caótica de malentendidos, mentiras y travesuras se produce después de que él idea un complot para asesinarlos.",Joel Coen,Ethan Coen,John Getz,Frances McDormand,Dan Hedaya
On Golden Pond,1981,109,Drama,7.6,"Norman es un cascarrabias con una relación distanciada con su hija Chelsea. Sin embargo, en Golden Pond, él y su esposa aceptan cuidar de Billy, el hijo del nuevo novio de Chelsea, y florece una relación de lo más inesperada.",Mark Rydell,Katharine Hepburn,Henry Fonda,Jane Fonda,Doug McKeon
Mad Max 2,1981,96,"Acción, Aventura, Ciencia ficción",7.6,"En el páramo post-apocalíptico de Australia, un vagabundo cínico acepta ayudar a una pequeña comunidad rica en gasolina a escapar de una horda de bandidos.",George Miller,Mel Gibson,Bruce Spence,Michael Preston,Max Phipps
The Warriors,1979,92,"Acción, Crimen, Suspense",7.6,"En un futuro cercano, un líder carismático convoca a las pandillas callejeras de la ciudad de Nueva York en un intento por apoderarse de ella. Cuando lo matan, se culpa falsamente a los Warriors y ahora deben luchar para llegar a casa mientras todas las demás pandillas los persiguen.",Walter Hill,Michael Beck,James Remar,Dorsey Wright,Brian Tyler
The Muppet Movie,1979,95,"Aventura, Comedia, Familia",7.6,"Kermit y sus nuevos amigos viajan por Estados Unidos para encontrar el éxito en Hollywood, pero un comerciante de ancas de rana está detrás de Kermit.",James Frawley,Jim Henson,Frank Oz,Jerry Nelson,Richard Hunt
Escape from Alcatraz,1979,112,"Acción, Biografía, Crimen",7.6,"Alcatraz es la prisión más segura de su época. Se cree que nadie podrá escapar de él, hasta que tres hombres atrevidos hacen un posible intento exitoso de escapar de una de las prisiones más infames del mundo.",Don Siegel,Clint Eastwood,Patrick McGoohan,Roberts Blossom,Jack Thibeau
Watership Down,1978,91,"Animación, Aventura, Drama",7.6,"Con la esperanza de escapar de la destrucción de los desarrolladores humanos y salvar a su comunidad, una colonia de conejos, liderada por Hazel y Fiver, busca un lugar seguro para establecer una nueva madriguera.",Martin Rosen,John Hubley,John Hurt,Richard Briers,Ralph Richardson
